index,Name,Email,Affiliation,Verified
Liu Yang,Hesuan Hu,/citations?user=1zGnMGgAAAAJ&hl=en,Xidian University,Verified email at mail.xidian.edu.cn
Liu Ziwei,Chen Change Loy,/citations?user=559LF80AAAAJ&hl=en,"MMLab@NTU, S-Lab, Nanyang Technological University",Verified email at ntu.edu.sg
Liu Ziwei,Ping Luo (羅平),/citations?user=aXdjxb4AAAAJ&hl=en,"Associate Professor, The University of Hong Kong",Verified email at hku.hk
Liu Ziwei,Dahua Lin,/citations?user=GMzzRRUAAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at ie.cuhk.edu.hk
Liu Ziwei,Xiaoou Tang,/citations?user=qpBtpGsAAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at ie.cuhk.edu.hk
Liu Ziwei,Xiaogang Wang,/citations?user=-B5JgjsAAAAJ&hl=en,"Professor of Electronic Engineering, the Chinese University of Hong Kong",Verified email at ee.cuhk.edu.hk
Liu Ziwei,Stella X. Yu,/citations?user=uqWkLzMAAAAJ&hl=en,"Professor of EECS, University of Michigan",Verified email at umich.edu
Liu Ziwei,Boqing Gong,/citations?user=lv9ZeVUAAAAJ&hl=en,"Research Scientist, Google",Verified email at google.com
Liu Ziwei,Justin Solomon,/citations?user=pImSVwoAAAAJ&hl=en,MIT,Verified email at mit.edu
Liu Ziwei,Michael Bronstein,/citations?user=UU3N6-UAAAAJ&hl=en,"DeepMind Professor of AI, University of Oxford",Verified email at cs.ox.ac.uk
Liu Ziwei,Aseem Agarwala,/citations?user=JY-WzksAAAAJ&hl=en,Adobe,Verified email at agarwala.org
Liu Ziwei,Raymond A. Yeh,/citations?user=7HDE1ZwAAAAJ&hl=en,"Assistant Professor, Purdue University",Verified email at purdue.edu
Liu Ziwei,Wayne Marcus Getz,/citations?user=FfULC7gAAAAJ&hl=en,"Professor of Environmental Sciece, UC Berkeley",Verified email at berkeley.edu
Liu Ziwei,Lu Yuan,/citations?user=k9TsUVsAAAAJ&hl=en,"Principal Research Manager, Cognition, Cloud & AI, Microsoft",Verified email at microsoft.com
Liu Ziwei,Jian Sun,/citations?user=ALVSZAYAAAAJ&hl=en,"Chief Scientist of Megvii, Managing Director of Megvii Research",Verified email at megvii.com
Liu Ziwei,Dan B Goldman,/citations?user=4H4bRkcAAAAJ&hl=en,"Research Scientist, Google",Verified email at google.com
Liu Ziwei,Zerui Wang,/citations?user=fWi5tx8AAAAJ&hl=en,"Cornerstone Robotics Limited, The Chinese University of Hong Kong",Verified email at csrbtx.com
Liu Ziwei,Russell H. Taylor,/citations?user=Ph16U5wAAAAJ&hl=en,"John C. Malone Professor of Computer Science, Johns Hopkins University",Verified email at jhu.edu
Liu Ziwei,Leonid Sigal,/citations?user=P2mG6rcAAAAJ&hl=en,"Professor, University of British Columbia",Verified email at cs.ubc.ca
Liu Ziwei,Matt Uyttendaele,/citations?user=7kxzvksAAAAJ&hl=en,Meta,Verified email at uyttendaele.us
Loke Yuan Ren,Ashraf A. Kassim,/citations?user=JmcDlF8AAAAJ&hl=en,"Professor of ECE, National University of Singapore",Verified email at u.nus.edu
Long Cheng,,,,
Lu Shijian,Fangneng Zhan,/citations?user=8zbcfzAAAAAJ&hl=en,Max Planck Institute for Informatics,Verified email at mpi-inf.mpg.de
Lu Shijian,Jiaxing Huang,/citations?user=czirNcwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Lu Shijian,Xiao Aoran,/citations?user=yGKsEpAAAAAJ&hl=en,"School of Computer Science and Engineering, NTU, Singapore",Verified email at e.ntu.edu.sg
Lu Shijian,Yingchen Yu,/citations?user=0cet0X8AAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lu Shijian,Gongjie Zhang (张功杰),/citations?user=sRBTPp4AAAAJ&hl=en,Black Sesame Technologies; Nanyang Technological University,Verified email at ntu.edu.sg
Lu Shijian,cui kaiwen,/citations?user=-9KXqLsAAAAJ&hl=en,Ph.D. in Nanyang Technological University,Verified email at e.ntu.edu.sg
Lu Shijian,Rongliang WU,/citations?user=SZkh3iAAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lu Shijian,Zhipeng Luo,/citations?user=mw-qVgcAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lu Shijian,Chuhui Xue,/citations?user=KJU5YRYAAAAJ&hl=en,Research Scientist at ByteDance Singapore,Verified email at e.ntu.edu.sg
Lu Shijian,Jiahui Zhang,/citations?user=DXpYbWkAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lu Shijian,Jingyi Zhang,/citations?user=1qu-Y7sAAAAJ&hl=en,"Research associate, Nanyang Technological University",Verified email at ntu.edu.sg
Lu Shijian,Yun Xing,/citations?user=uOAYTXoAAAAJ&hl=en,"School of Computer Science and Engineering, Nanyang Technological University",Verified email at e.ntu.edu.sg
Lu Shijian,Kunhao Liu,/citations?user=fAc8WqwAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Luke Ong （翁之昊）,Andrzej Murawski,/citations?user=HrYQlZwAAAAJ&hl=en,University of Oxford,Verified email at cs.ox.ac.uk
Luke Ong （翁之昊）,Martin Hyland,/citations?user=GbtoA1wAAAAJ&hl=en,"Professor of Mathematical Logic, Cambridge",Verified email at dpmms.cam.ac.uk
Luke Ong （翁之昊）,Matthew Hague,/citations?user=s37BfYAAAAAJ&hl=en,"Royal Holloway, University of London",Verified email at cs.rhul.ac.uk
Luke Ong （翁之昊）,Olivier Serre,/citations?user=eEKba1YAAAAJ&hl=en,IRIF (Université de Paris & CNRS),Verified email at cnrs.fr
Luke Ong （翁之昊）,Dan R. Ghica,/citations?user=nkaLcCAAAAAJ&hl=en,"Professor of Semantics of Programming Languages, University of Birmingham",Verified email at cs.bham.ac.uk
Luke Ong （翁之昊）,Jonathan Kochems,/citations?user=39qMYp8AAAAJ&hl=en,University of Oxford,Verified email at worc.ox.ac.uk
Luke Ong （翁之昊）,Takeshi Tsukada,/citations?user=pmynGcgAAAAJ&hl=en,Chiba University,Verified email at math.s.chiba-u.ac.jp
Luke Ong （翁之昊）,Emanuele D'Osualdo,/citations?user=xH4XRWIAAAAJ&hl=en,MPI-SWS,Verified email at mpi-sws.org
Luke Ong （翁之昊）,Naoki Kobayashi,/citations?user=bhZQ7FEAAAAJ&hl=en,The University of Tokyo,Verified email at is.s.u-tokyo.ac.jp
Luke Ong （翁之昊）,Bruce Shepherd,/citations?user=x2Mfyz8AAAAJ&hl=en,University of British Columbia,Verified email at cs.ubc.ca
Luke Ong （翁之昊）,Gordon Wilfong,/citations?user=7yFiCrkAAAAJ&hl=en,Bell Labs,Verified email at nokia-bell-labs.com
Luke Ong （翁之昊）,Arnaud Carayol,/citations?user=9dydnnsAAAAJ&hl=en,CNRS & Université Paris Est,Verified email at univ-mlv.fr
Luke Ong （翁之昊）,Andrew D. Ker,/citations?user=9fTPyU0AAAAJ&hl=en,"Associate Professor of Computer Science, Oxford University",Verified email at cs.ox.ac.uk
Luke Ong （翁之昊）,Dominik Wagner,/citations?user=jG5uOYYAAAAJ&hl=en,"PhD student in Computer Science, University of Oxford",Verified email at cs.ox.ac.uk
Luke Ong （翁之昊）,Ian Stark,/citations?user=_WljoL8AAAAJ&hl=en,"Laboratory for Foundations of Computer Science, School of Informatics, University of Edinburgh",Verified email at ed.ac.uk
Luke Ong （翁之昊）,William Blum,/citations?user=I4pa4u8AAAAJ&hl=en,Microsoft,Verified email at microsoft.com
Luke Ong （翁之昊）,C Stewart,/citations?user=TsYu19gAAAAJ&hl=en,Independent,Verified email at linearity.org
Luke Ong （翁之昊）,Carol Mak,/citations?user=lAdlJmkAAAAJ&hl=en,University of Oxford,Verified email at cs.ox.ac.uk
Luke Ong （翁之昊）,Fabian Zaiser,/citations?user=Zit-MBEAAAAJ&hl=en,University of Oxford,Verified email at cs.ox.ac.uk
Luke Ong （翁之昊）,Kazuyuki Asada,/citations?user=CaWtDmwAAAAJ&hl=en,Tohoku University,Verified email at riec.tohoku.ac.jp
Luo Jun,Jean-Pierre Hubaux,/citations?user=W7YBLlEAAAAJ&hl=en,"Professor, EPFL",Verified email at epfl.ch
Luo Jun,Kai Han,/citations?user=n3GdeCUAAAAJ&hl=en,"Professor, School of Computer Science and Technology, Soochow University",Verified email at suda.edu.cn
Luo Jun,Liu Xiang,/citations?user=gI4XZckAAAAJ&hl=en,Alibaba Group,Verified email at ntu.edu.sg
Luo Jun,Tianyue Zheng,/citations?user=A-YvDJgAAAAJ&hl=en,Southern University of Science and Technology,Verified email at sustech.edu.cn
Luo Jun,Chao Cai,/citations?user=4GNF_WQAAAAJ&hl=en,Huazhong University of Science & Technology,Verified email at hust.edu.cn
Luo Jun,Ying He,/citations?user=ISNmBxwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Luo Jun,Yanbing Yang,/citations?user=qpLuOggAAAAJ&hl=en,College of Computer Science， Sichuan University,Verified email at scu.edu.cn
Luo Jun,Feng Li,/citations?user=lJ-jik0AAAAJ&hl=en,"Professor, School of Computer Science and Technology, Shandong University, China",Verified email at sdu.edu.cn
Luo Jun,chi zhang,/citations?user=DR-J9igAAAAJ&hl=en,"Ph.D. candidate of Computer Science, Nanyang Tech University",Verified email at ntu.edu.sg
Luo Jun,Catherine Rosenberg,/citations?user=DT5WUOsAAAAJ&hl=en,University of Waterloo,Verified email at ece.uwaterloo.ca
Luo Jun,Patrick Eugster,/citations?user=yMY9eZIAAAAJ&hl=en,"Prof. Università della Svizzera italiana (USI), Adjunct Prof. Purdue University",Verified email at usi.ch
Luo Jun,Zhiming Hu,/citations?user=gTNZfGIAAAAJ&hl=en,"Samsung AI Center, Toronto",Verified email at mail.utoronto.ca
Luo Jun,Bharadwaj Veeravalli,/citations?user=IqAJttsAAAAJ&hl=en,"NUS, Singapore",Verified email at nus.edu.sg
Luo Jun,Shuya Ding,/citations?user=6W2uSd0AAAAJ&hl=en,"PhD student, Nanyang Technological University",Verified email at e.ntu.edu.sg
Luo Jun,Sinno Jialin Pan,/citations?user=P6WcnfkAAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at cuhk.edu.hk
Luo Jun,Srdjan Capkun (Srđan Čapkun),/citations?user=VtkPBNsAAAAJ&hl=en,"Professor of Computer Science, ETH Zurich",Verified email at inf.ethz.ch
Luo Jun,Shaojie Tang,/citations?user=jnBRjhcAAAAJ&hl=en,University of Texas at Dallas,Verified email at utdallas.edu
Luo Jun,Baochun Li,/citations?user=rkb3_FgAAAAJ&hl=en,"Professor of Electrical and Computer Engineering, University of Toronto",Verified email at ece.toronto.edu
Luo Jun,Mingjun Xiao,/citations?user=dZol00YAAAAJ&hl=en,University of Science and Technology of China,Verified email at ustc.edu.cn
Luo Jun,Liya Zhao,/citations?user=Uthg3_QAAAAJ&hl=en,"Senior Lecturer, University of New South Wales",Verified email at unsw.edu.au
Luo Siqiang,Reynold Cheng,/citations?user=7R7MSb4AAAAJ&hl=en,"Professor of Computer Science, University of Hong Kong",Verified email at cs.hku.hk
Luo Siqiang,Jiafeng Hu,/citations?user=_7mCwl0AAAAJ&hl=en,Google,Verified email at google.com
Luo Siqiang,Yixiang Fang,/citations?user=tArifqQAAAAJ&hl=en,"Associate Professor, The Chinese University of Hong Kong, Shenzhen",Verified email at cuhk.edu.cn
Luo Siqiang,Ben Kao,/citations?user=TwSParMAAAAJ&hl=en,The University of Hong Kong,Verified email at cs.hku.hk
Luo Siqiang,Xiaokui Xiao,/citations?user=BpgsGX0AAAAJ&hl=en,National University of Singapore,Verified email at nus.edu.sg
Luo Siqiang,Shuigeng Zhou,/citations?user=yAE-Av4AAAAJ&hl=en,Fudan University,Verified email at fudan.edu.cn
Luo Siqiang,Gao Cong,/citations?user=WFFamJkAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Luo Siqiang,Xiang Li,/citations?user=JnxxNtsAAAAJ&hl=en,East China Normal University,Verified email at dase.ecnu.edu.cn
Luo Siqiang,Stratos Idreos,/citations?user=rg6Bl5YAAAAJ&hl=en,Harvard University,Verified email at seas.harvard.edu
Luo Siqiang,Wenqing Lin,/citations?user=7kX-li8AAAAJ&hl=en,Tencent,Verified email at tencent.com
Luo Siqiang,Subarna Chatterjee,/citations?user=IxKgtaAAAAAJ&hl=en,"John A. Paulson School Of Engineering And Applied Sciences, Harvard University",Verified email at seas.harvard.edu
Luo Siqiang,Niv Dayan,/citations?user=16LSwPEAAAAJ&hl=en,University of Toronto,Verified email at cs.toronto.edu
Luu Anh Tuan,Yi Tay,/citations?user=VBclY_cAAAAJ&hl=en,"Research Scientist, Google Brain",Verified email at google.com
Luu Anh Tuan,Siu Cheung Hui,/citations?user=d4ZYx6gAAAAJ&hl=en,"Associate Professor, School of Computer Engineering, Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Luu Anh Tuan,Vijay Prakash Dwivedi,/citations?user=8MS7iC0AAAAJ&hl=en,"PhD Student at Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Luu Anh Tuan,See-Kiong Ng,/citations?user=_wsommYAAAAJ&hl=en,"Institute of Data Science and School of Computing, National University of Singapore",Verified email at nus.edu.sg
Luu Anh Tuan,Yoshua Bengio,/citations?user=kukA0LcAAAAJ&hl=en,"Professor of computer science, University of Montreal, Mila, IVADO, CIFAR",Verified email at umontreal.ca
Luu Anh Tuan,Xavier Bresson,/citations?user=9pSK04MAAAAJ&hl=en,"Assoc Prof of Computer Science, National University of Singapore",Verified email at nus.edu.sg
Luu Anh Tuan,Jung-jae Kim,/citations?user=iMKgkrQAAAAJ&hl=en,Institute for Infocomm Research,Verified email at i2r.a-star.edu.sg
Luu Anh Tuan,Xinshuai Dong,/citations?user=A7JyL1sAAAAJ&hl=en,Carnegie Mellon University,Verified email at cmu.edu
Luu Anh Tuan,Shuohang Wang,/citations?user=mN-IO6wAAAAJ&hl=en,"Senior Researcher, Microsoft",Verified email at microsoft.com
Luu Anh Tuan,Jin Song Dong,/citations?user=tuLa1AsAAAAJ&hl=en,"Professor of Computer Science, National University of Singapore",Verified email at nus.edu.sg
Luu Anh Tuan,Yang Liu,/citations?user=_Pvgwd0AAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Luu Anh Tuan,Darsh J Shah,/citations?user=XscFiX8AAAAJ&hl=en,Massachusetts Institute of Technology,Verified email at csail.mit.edu
Luu Anh Tuan,Sun Jun,/citations?user=DVsEyn0AAAAJ&hl=en,"Professor of SCIS, SMU",Verified email at smu.edu.sg
Miao Chun Yan,Zhiqi Shen,/citations?user=EA2T_lwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Miao Chun Yan,Cyril Leung,/citations?user=8NHgUicAAAAJ&hl=en,"Professor, Department of Electrical and Computer Engineering, University of British Columbia (UBC)",Verified email at ece.ubc.ca
Miao Chun Yan,Han Yu,/citations?user=eXgoTXMAAAAJ&hl=en,"Nanyang Assistant Professor, Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Miao Chun Yan,Dusit (Tao) Niyato,/citations?user=T8sVhLMAAAAJ&hl=en,Nanyang Technological University (NTU),Verified email at ntu.edu.sg
Miao Chun Yan,Wei Yang Bryan Lim,/citations?user=K2CHjf0AAAAJ&hl=en,"Assistant Professor, Nanyang Technological University (NTU), Singapore",Verified email at e.ntu.edu.sg
Miao Chun Yan,Zehui Xiong,/citations?user=n4CH4M4AAAAJ&hl=en,Singapore University of Technology and Design (SUTD),Verified email at sutd.edu.sg
Miao Chun Yan,Yong Liu,/citations?user=IY24geQAAAAJ&hl=en,"Huawei, NTU, NTUC, I2R",Verified email at huawei.com
Miao Chun Yan,Ah-Hwee Tan,/citations?user=G0hdDqYAAAAJ&hl=en,Singapore Management University,Verified email at smu.edu.sg
Miao Chun Yan,Bo An,/citations?user=PEEpuNwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Miao Chun Yan,Steven C.H. Hoi,/citations?user=JoLjflYAAAAJ&hl=en,Managing Director of Salesforce Research Asia; IEEE Fellow; Professor at SMU,Verified email at smu.edu.sg
Miao Chun Yan,Qiang Yang (杨强）,/citations?user=1LxWZLQAAAAJ&hl=en,"Chief AI Officer@WeBank, Prof. Emeritus @HKUST, IJCAI President 2017-19, AAAI-21 General Chair",Verified email at cse.ust.hk
Miao Chun Yan,Lizhen Cui,/citations?user=lwSZhM4AAAAJ&hl=en,Shandong University,Verified email at sdu.edu.cn
Miao Chun Yan,Di Wang,/citations?user=y7hN7F0AAAAJ&hl=en,"Senior Research Fellow, LILY Research Centre, Nanyang Technological University",Verified email at ntu.edu.sg
Miao Chun Yan,Siyuan Liu,/citations?user=N2O4KmIAAAAJ&hl=en,"Lecturer, NTU, Singapore",Verified email at ntu.edu.sg
Miao Chun Yan,Peilin Zhao (赵沛霖),/citations?user=HPeX_YcAAAAJ&hl=en,Tencent,Verified email at tencent.com
Miao Chun Yan,Qiong Wu,/citations?user=Szz_G3cAAAAJ&hl=en,"Research Fellow, Nanyang Technological University",Verified email at e.ntu.edu.sg
Miao Chun Yan,Yundong Cai,/citations?user=kcZGZvwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Miao Chun Yan,Jun Lin,/citations?user=CBkH9WwAAAAJ&hl=en,"Senior Researcher, Nanyang Technological U./Professor of Shandong U./CSIP/Alibaba-NTU JRI/CSIJRI",Verified email at ntu.edu.sg
Miao Chun Yan,Yiqiang Chen,/citations?user=LC3SwhEAAAAJ&hl=en,"Professor of Computer Science, Institute of Computing Technology, CAS",Verified email at ict.ac.cn
Miao Chun Yan,"Boyang ""Albert"" Li",/citations?user=QwL4z2UAAAAJ&hl=en,"Nanyang Associate Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Mohamed M. Sabry,David Atienza,/citations?user=H1JXhMIAAAAJ&hl=en,"Professor of Electrical and Computer Engineering, EPFL",Verified email at epfl.ch
Mohamed M. Sabry,Tony Wu,/citations?user=KYOsUh8AAAAJ&hl=en,"Meta, Inc.",Verified email at meta.com
Mohamed M. Sabry,H.-S. Philip Wong,/citations?user=HWxGEesAAAAJ&hl=en,"Professor of Electrical Engineering, Stanford University",Verified email at stanford.edu
Mohamed M. Sabry,Arvind Sridhar,/citations?user=DSHSKtIAAAAJ&hl=en,Sonova AG,Verified email at sonova.com
Mohamed M. Sabry,Vijay Chandrasekhar,/citations?user=KUt4JCAAAAAJ&hl=en,"IEEE Senior Member, R&D",Verified email at alumni.stanford.edu
Mohamed M. Sabry,Max Shulaker,/citations?user=ac1SojMAAAAJ&hl=en,Massachusetts Institute of Technology,Verified email at mit.edu
Mohamed M. Sabry,Ayse K Coskun,/citations?user=euIQ_RkAAAAJ&hl=en,"Professor in ECE Department, Boston University",Verified email at bu.edu
Mohamed M. Sabry,Gage Hills,/citations?user=aakIQUMAAAAJ&hl=en,Assistant Professor at Harvard SEAS,Verified email at seas.harvard.edu
Mohamed M. Sabry,Mary Wootters,/citations?user=LiH53A8AAAAJ&hl=en,Stanford University,Verified email at stanford.edu
Mohamed M. Sabry,Christos Kozyrakis,/citations?user=G2EJz5kAAAAJ&hl=en,Stanford University,Verified email at stanford.edu
Mohamed M. Sabry,Mingyu Gao,/citations?user=968KA9cAAAAJ&hl=en,Tsinghua University,Verified email at tsinghua.edu.cn
Mohamed M. Sabry,Haitong Li,/citations?user=0zX2pcwAAAAJ&hl=en,"Assistant Professor of ECE, Purdue University",Verified email at purdue.edu
Mohamed M. Sabry,Jan Rabaey,/citations?user=GP64q_kAAAAJ&hl=en,"Professor of EECS, University of California at Berkeley",Verified email at berkeley.edu
Mohamed M. Sabry,Bruno Michel,/citations?user=xd-MCqYAAAAJ&hl=en,"IBM - Research - Zurich, Advanced Thermal Packaging",Verified email at zurich.ibm.com
Mohamed M. Sabry,Igor L. Markov,/citations?user=CHIZtZAAAAAJ&hl=en,"Meta, University of Michigan",Verified email at fb.com
Mohamed M. Sabry,Etienne Nowak,/citations?user=I3EVVgkAAAAJ&hl=en,CEA-Leti,Verified email at cea.fr
Mohamed M. Sabry,Christopher Ré,/citations?user=DnnCWN0AAAAJ&hl=en,"Computer Science, Stanford University",Verified email at cs.stanford.edu
Mohamed M. Sabry,Binh Le,/citations?user=66IQHz0AAAAJ&hl=en,San Jose State University,Verified email at sjsu.edu
Mohamed M. Sabry,elisa vianello,/citations?user=hscO0hMAAAAJ&hl=en,"Scientist, CEA Leti",Verified email at cea.fr
Mohamed M. Sabry,Kenneth E. Goodson,/citations?user=oUhOkhUAAAAJ&hl=en,"Stanford Mechanical Engineering, Davies Provostial Professor",Verified email at stanford.edu
Oh Hong Lye,,,,
Ong Chin Ann,Bee Theng Lau,/citations?user=Keg7EbAAAAAJ&hl=en,Swinburne University of Technology Sarawak Malaysia,Verified email at swinburne.edu.my
Ong Chin Ann,Fu Swee Tee,/citations?user=DQyehm0AAAAJ&hl=en,Swinburne University of Technology Sarawak,Verified email at swinburne.edu.my
Ong Chin Ann,Hamid Bagha,/citations?user=yS7y1q8AAAAJ&hl=en,"University of Melbourne, PhD Candidate",Verified email at unimelb.edu.au
Ong Chin Ann,HL Seldon,/citations?user=ITc-ztMAAAAJ&hl=en,retired since 2018,Verified email at netspace.net.au
Ong Yew Soon,Abhishek Gupta,/citations?user=ZBFqxl4AAAAJ&hl=en,"Ramanujan Fellow, IIT Goa; (formerly Scientist at A*STAR and NTU Singapore)",Verified email at iitgoa.ac.in
Ong Yew Soon,Liang Feng,/citations?user=vUFmMrQAAAAJ&hl=en,Chongqing University,Verified email at cqu.edu.cn
Ong Yew Soon,"Ivor W. Tsang, IEEE Fellow",/citations?user=rJMOlVsAAAAJ&hl=en,"Inaugural A*STAR AI Fellow and Director, Centre for Frontier AI Research, A*STAR",Verified email at ihpc.a-star.edu.sg
Ong Yew Soon,Yaochu Jin,/citations?user=B5WAkz4AAAAJ&hl=en,"Westlake University, China; University of Surrey, UK",Verified email at westlake.edu.cn
Ong Yew Soon,Zexuan Zhu,/citations?user=kqHaIGEAAAAJ&hl=en,Shenzhen University,Verified email at szu.edu.cn
Ong Yew Soon,Jianfei Cai,/citations?user=N6czCoUAAAAJ&hl=en,"Professor of Data Science & AI, Monash University",Verified email at monash.edu
Ong Yew Soon,Siwei Jiang,/citations?user=LKL0C2QAAAAJ&hl=en,"Senior Algorithm Advisor, Hema, Alibaba Group",Verified email at alibaba-inc.com
Ong Yew Soon,Xiaobo Shen,/citations?user=0GbwWbQAAAAJ&hl=en,Nanjing University of Science and Technology,Verified email at njust.edu.cn
Ong Yew Soon,Jer-Lai Kuo,/citations?user=n9C8VrcAAAAJ&hl=en,"IAMS, Academia Sinica",Verified email at pub.iams.sinica.edu.tw
Ong Yew Soon,Haitao Liu (刘海涛),/citations?user=0cIiN_sAAAAJ&hl=en,"Associate Professor, Dalian University of Technology",Verified email at dlut.edu.cn
Owen Noel Newton Fernando,Adrian David Cheok,/citations?user=mP3TUx4AAAAJ&hl=en,i-University Tokyo (Professional University of Information and Management for Innovation),Verified email at i-u.ac.jp
Owen Noel Newton Fernando,Schubert Foo,/citations?user=wdK1ehkAAAAJ&hl=en,"Professor of Library and Information Science (Retired), Nanyang Technological University",Verified email at ntu.edu.sg
Owen Noel Newton Fernando,hideaki nii,/citations?user=Nq-5MAMAAAAJ&hl=en,VIVITA Inc. Japan,Verified email at vivita.co
Owen Noel Newton Fernando,May O. Lwin,/citations?user=O5HPATgAAAAJ&hl=en,"Professor, Wee Kim Wee School of Communication & Information, Nanyang Techological University",Verified email at ntu.edu.sg
Owen Noel Newton Fernando,Kening Zhu,/citations?user=VbajcAMAAAAJ&hl=en,"Associate Professor, School of Creative Media, City University of Hong Kong",Verified email at cityu.edu.hk
Owen Noel Newton Fernando,Natalie Pang,/citations?user=IJt9bA4AAAAJ&hl=en,"Associate Professor, National University of Singapore",Verified email at nus.edu.sg
Owen Noel Newton Fernando,Santosh Vijaykumar,/citations?user=NVMCdYAAAAAJ&hl=en,Associate Professor,Verified email at northumbria.ac.uk
Owen Noel Newton Fernando,Kasun Karunanayaka,/citations?user=HT3a_VMAAAAJ&hl=en,"Senior Lecturer, University of Colombo School of Computing",Verified email at ucsc.cmb.ac.lk
Owen Noel Newton Fernando,Hooman Samani,/citations?user=-jcQ3FkAAAAJ&hl=en,University of the Arts London,Verified email at arts.ac.uk
Owen Noel Newton Fernando,Timothy Robert Merritt,/citations?user=RBhmAmkAAAAJ&hl=en,"Associate Professor, Aalborg University - Human-Centered Computing. PhD NUS, Singapore. MA Jyväskylä",Verified email at cs.aau.dk
Owen Noel Newton Fernando,Jeffrey T. K. V. Koh,/citations?user=rbxO5fsAAAAJ&hl=en,Associate Professor at Singapore Institute of Technology,Verified email at singaporetech.edu.sg
Owen Noel Newton Fernando,James Teh,/citations?user=aflOsTgAAAAJ&hl=en,"Research Fellow, National University of Singapore",Verified email at nus.edu.sg
Owen Noel Newton Fernando,Prasad Wimalaratne,/citations?user=p-2DCb8AAAAJ&hl=en,"Professor, University of Colombo School of Computing",Verified email at ucsc.cmb.ac.lk
Owen Noel Newton Fernando,Mikko J. Rissanen,/citations?user=BTTYDMEAAAAJ&hl=en,I2 Network LLC,Verified email at i2-network.com
Owen Noel Newton Fernando,Yongsoon Choi,/citations?user=0goTlTsAAAAJ&hl=en,"Art&Technology, Sogang University, Korea",Verified email at sogang.ac.kr
Owen Noel Newton Fernando,Michael Haller,/citations?user=6b6-UeQAAAAJ&hl=en,Free University of Bozen-Bolzano,Verified email at unibz.it
Owen Noel Newton Fernando,Mark Fiala,/citations?user=vBlOSLsAAAAJ&hl=en,Millennium Three Technologies Incorporated,Verified email at mill3tech.com
Owen Noel Newton Fernando,Noor Alamshah Bolhassan,/citations?user=D8JTJ_0AAAAJ&hl=en,"Associate Professor, Universiti Malaysia Sarawak",Verified email at fit.unimas.my
Owen Noel Newton Fernando,Gerhard Roth,/citations?user=lvL-TSkAAAAJ&hl=en,Carleton University,Verified email at cmail.carleton.ca
Owen Noel Newton Fernando,Eng Tat Khoo,/citations?user=v_IGegUAAAAJ&hl=en,"National University of Singapore, Mixed Reality Lab, CUTE, EON Reality",Verified email at nus.edu.sg
Pan Xingang,Ping Luo (羅平),/citations?user=aXdjxb4AAAAJ&hl=en,"Associate Professor, The University of Hong Kong",Verified email at hku.hk
Pan Xingang,Dahua Lin,/citations?user=GMzzRRUAAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at ie.cuhk.edu.hk
Pan Xingang,Bo Dai,/citations?user=KNWTvgEAAAAJ&hl=en,Shanghai AI Laboratory,Verified email at pjlab.org.cn
Pan Xingang,Xiaoou Tang,/citations?user=qpBtpGsAAAAJ&hl=en,The Chinese University of Hong Kong,Verified email at ie.cuhk.edu.hk
Pan Xingang,Jianping Shi,/citations?user=mwsxrm4AAAAJ&hl=en,SenseTime Group Limited,Verified email at sensetime.com
Pan Xingang,Christian Theobalt,/citations?user=eIWg8NMAAAAJ&hl=en,"Professor, Max Planck Institute for Informatics, Saarland Informatics Campus, Saarland University",Verified email at mpi-inf.mpg.de
Pan Xingang,Xiaohang Zhan,/citations?user=QfquhDEAAAAJ&hl=en,Tencent AI Lab,Verified email at tencent.com
Pan Xingang,Ziwei Liu,/citations?user=lc45xlcAAAAJ&hl=en,"Assistant Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Pan Xingang,Chen Change Loy,/citations?user=559LF80AAAAJ&hl=en,"MMLab@NTU, S-Lab, Nanyang Technological University",Verified email at ntu.edu.sg
Pan Xingang,Xiaogang Wang,/citations?user=-B5JgjsAAAAJ&hl=en,"Professor of Electronic Engineering, the Chinese University of Hong Kong",Verified email at ee.cuhk.edu.hk
